Mod:Item:MetaData, Localized Name
refinedstorage:upgrade:1, Range Upgrade
refinedstorage:upgrade:2, Speed Upgrade
refinedstorage:upgrade:3, Crafting Upgrade
refinedstorage:upgrade:4, Stack Upgrade
refinedstorage:upgrade:6, Silk Touch Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:8, Fortune Upgrade
refinedstorage:upgrade:9, Fortune Upgrade
refinedstorage:filter, Filter
refinedstorage:network_card, Network Card
refinedstorage:security_card, Security Card
refinedstorage:cover, Cover
refinedstorage:hollow_cover, Hollow Cover
refinedstorage:wrench, Wrench
cyclicmagic:nether_redstone_ore, Nether Redstone Ore
cyclicmagic:nether_iron_ore, Nether Iron Ore
cyclicmagic:nether_gold_ore, Nether Gold Ore
cyclicmagic:nether_coal_ore, Nether Coal Ore
cyclicmagic:nether_lapis_ore, Nether Lapis Ore
cyclicmagic:nether_emerald_ore, Nether Emerald Ore
cyclicmagic:nether_diamond_ore, Nether Diamond Ore
cyclicmagic:end_redstone_ore, End Redstone Ore
cyclicmagic:end_coal_ore, End Coal Ore
cyclicmagic:end_lapis_ore, End Lapis Ore
cyclicmagic:end_emerald_ore, End Emerald Ore
cyclicmagic:end_diamond_ore, End Diamond Ore
cyclicmagic:end_gold_ore, End Gold Ore
cyclicmagic:end_iron_ore, End Iron Ore
cyclicmagic:gold_minecart, Gold Minecart
cyclicmagic:gold_furnace_minecart, Gold Furnace Minecart
cyclicmagic:stone_minecart, Stone Minecart
cyclicmagic:dropper_minecart, Dropper Minecart
cyclicmagic:turret_minecart, Turret Minecart
cyclicmagic:emerald_helmet, Emerald Helmet
cyclicmagic:emerald_chestplate, Emerald Chestplate
cyclicmagic:emerald_leggings, Emerald Leggings
cyclicmagic:emerald_boots, Emerald Boots
cyclicmagic:emerald_sword, Emerald Sword
cyclicmagic:emerald_pickaxe, Emerald Pickaxe
cyclicmagic:emerald_axe, Emerald Axe
cyclicmagic:emerald_spade, Emerald Shovel
cyclicmagic:emerald_hoe, Emerald Hoe
cyclicmagic:purple_boots, Crystallized Obsidian Boots
cyclicmagic:purple_leggings, Crystallized Obsidian Leggings
cyclicmagic:purple_chestplate, Crystallized Obsidian Chestplate
cyclicmagic:purple_helmet, Crystallized Obsidian Helmet
cyclicmagic:glowing_helmet, Vision Helmet
cyclicmagic:sword_weakness, Sword of Atrophy
cyclicmagic:sword_slowness, Sword of Decay
cyclicmagic:sword_ender, Sword of Evasion
cyclicmagic:netherbrick_pickaxe, Nether Pickaxe
cyclicmagic:netherbrick_axe, Nether Axe
cyclicmagic:netherbrick_spade, Nether Shovel
cyclicmagic:netherbrick_hoe, Nether Hoe
cyclicmagic:sandstone_pickaxe, Sandstone Pickaxe
cyclicmagic:sandstone_axe, Sandstone Axe
cyclicmagic:sandstone_spade, Sandstone Shovel
cyclicmagic:sandstone_hoe, Sandstone Hoe
cyclicmagic:chest_sack, Sack of Holding
cyclicmagic:chest_sack_empty, Empty Sack of Holding
cyclicmagic:storage_bag, Storage Bag
cyclicmagic:ender_pearl_reuse, Ender Orb
cyclicmagic:ender_pearl_mounted, Ender Orb Translocator
cyclicmagic:tool_harvest_weeds, Brush Scythe
cyclicmagic:tool_harvest_crops, Garden Scythe
cyclicmagic:tool_harvest_leaves, Tree Scythe
cyclicmagic:tool_swap, Standard Exchange Scepter
cyclicmagic:tool_swap_match, Gentle Exchange Scepter
cyclicmagic:dynamite_safe, Combat Dynamite
cyclicmagic:dynamite_mining, Mining Dynamite
cyclicmagic:horse_upgrade_type, Infected Carrot
cyclicmagic:horse_upgrade_variant, Lapis Carrot
cyclicmagic:horse_upgrade_health, Diamond Carrot
cyclicmagic:horse_upgrade_speed, Redstone Carrot
cyclicmagic:horse_upgrade_jump, Ender Carrot
cyclicmagic:heart_food, Heart Container
cyclicmagic:heart_toxic, Empty Heart Container
cyclicmagic:fire_starter, Fire Starter
cyclicmagic:fire_dark_anim, Duskflame Essence
cyclicmagic:ender_blaze, Duskflame Hex
cyclicmagic:fire_frost, Frost Fire
cyclicmagic:fire_dark, Dark Fire
cyclicmagic:plate_launch_med, Slime Plate
cyclicmagic:plate_launch_small, Soft Slime Plate
cyclicmagic:plate_launch_large, Hardened Slime Plate
cyclicmagic:plate_push, Conveyor Belt
cyclicmagic:plate_push_fast, Fast Conveyor Belt
cyclicmagic:plate_push_slow, Slow Conveyor Belt
cyclicmagic:plate_push_slowest, Slowest Conveyor Belt
cyclicmagic:wireless_transmitter, Wireless Transmitter
cyclicmagic:wireless_receiver, Wireless Receiver
cyclicmagic:spikes_iron, Iron Spikes
cyclicmagic:spikes_diamond, Diamond Spikes
cyclicmagic:peat_biomass, Biomass
cyclicmagic:peat_fuel, Peat
cyclicmagic:peat_fuel_enriched, Enriched Peat
cyclicmagic:peat_unbaked, Dry Peat Bog
cyclicmagic:peat_baked, Saturated Peat Deposit
cyclicmagic:peat_generator, Peat-fired Generator
cyclicmagic:peat_farm, Peat Farmer
cyclicmagic:cable_wireless, Transfer Node
cyclicmagic:cable_wireless_energy, Energy Transfer Node
cyclicmagic:block_fragile, Fragile Scaffolding
cyclicmagic:block_fragile_auto, Responsive Scaffolding
cyclicmagic:block_fragile_weak, Replaceable Scaffolding
cyclicmagic:item_pipe_sort, Item Sorter
cyclicmagic:item_pipe, Item Cable
cyclicmagic:item_pump, Item Extraction Cable
cyclicmagic:energy_pipe, Energy Cable
cyclicmagic:energy_pump, Energy Extraction Cable
cyclicmagic:fluid_pipe, Fluid Pipe
cyclicmagic:fluid_pump, Fluid Extraction Cable
cyclicmagic:bundled_pipe, Bundled Cable
cyclicmagic:card_location, GPS Marker
cyclicmagic:block_library, Ender Bookshelf
cyclicmagic:block_library_ctrl, Ender Library
cyclicmagic:poison, Poison
cyclicmagic:milk, Milk
cyclicmagic:robot_spawner, Target Dummy Spawner
cyclicmagic:laser_cannon, Rainbow Cannon
cyclicmagic:tool_trade, Merchant Almanac
cyclicmagic:soulstone, Soulstone
cyclicmagic:tool_launcher, Player Launcher
cyclicmagic:password_remote, Remote Lever
cyclicmagic:tool_elevate, Rod of Elevation
cyclicmagic:tool_rotate, Wooden Wrench
cyclicmagic:evoker_fang, Evoker Fang
cyclicmagic:water_spreader, Water Spreader
cyclicmagic:ender_eye_orb, Solid Ender Eye
cyclicmagic:glove_climb, Climbing Gloves
cyclicmagic:tool_torch_launcher, Torch launcher
cyclicmagic:water_freezer, Water Froster
cyclicmagic:fire_killer, Fire Slayer
cyclicmagic:sack_ender, Ender Sack
cyclicmagic:tool_mount, Stirrups
cyclicmagic:tool_prospector, Prospector
cyclicmagic:book_ender, Ender Book
cyclicmagic:carbon_paper, Carbon Paper
cyclicmagic:tool_spelunker, Cavefinder
cyclicmagic:ender_dungeon, Spawner Seeker
cyclicmagic:ender_lightning, Engraved Thunder
cyclicmagic:cyclic_wand_build, Cyclic Building Scepter
cyclicmagic:shears_obsidian, Obsidian Shears
cyclicmagic:tool_warp_home, Ender Wing Prime
cyclicmagic:tool_warp_spawn, Ender Wing
cyclicmagic:tool_push, Piston Scepter
cyclicmagic:sleeping_mat, Sleeping Mat
cyclicmagic:tool_spawn_inspect, Spawn Detector
cyclicmagic:mattock, Mattock
cyclicmagic:wand_hypno, Chaos Reaper
cyclicmagic:tool_randomize, Block Randomizer
cyclicmagic:ender_tnt_1, Dynamite I
cyclicmagic:ender_tnt_2, Dynamite II
cyclicmagic:ender_tnt_3, Dynamite III
cyclicmagic:ender_tnt_4, Dynamite IV
cyclicmagic:ender_tnt_5, Dynamite V
cyclicmagic:ender_tnt_6, Dynamite VI
cyclicmagic:ender_wool, Enhanced Shears
cyclicmagic:ender_torch, Throwing Torch
cyclicmagic:magic_net, Monster Ball
cyclicmagic:apple_emerald, Emerald Apple
cyclicmagic:corrupted_chorus, Corrupted Chorus Fruit
cyclicmagic:glowing_chorus, Glowing Chorus Fruit
cyclicmagic:ender_snow, Frost Bringer
cyclicmagic:ender_water, Antimatter Evaporator
cyclicmagic:tool_auto_torch, Automatic Torch
cyclicmagic:inventory_food, Inventory Upgrade
cyclicmagic:crafting_food, Inventory Crafting Table
cyclicmagic:charm_antidote, Antidote Charm
cyclicmagic:wand_missile, Spirit Seeker
cyclicmagic:charm_water, Water Charm
cyclicmagic:sign_editor, Rainbow Crayon
cyclicmagic:charm_air, Air Charm
cyclicmagic:charm_void, Void Charm
cyclicmagic:charm_boat, Sailor Charm
cyclicmagic:charm_fire, Fire Charm
cyclicmagic:charm_speed, Speed Charm
cyclicmagic:charm_wing, Wing Charm
cyclicmagic:food_step, Apple of Lofty Stature
cyclicmagic:tool_mount_inverse, Inverted Stirrups
cyclicmagic:apple_lapis, Lapis Apple
cyclicmagic:boomerang, Boomerang
cyclicmagic:stone_pebble, Pebble
cyclicmagic:slingshot_weapon, Slingshot
cyclicmagic:plate_vector, Aerial Faith Plate
cyclicmagic:builder_pattern, Pattern Replicator
cyclicmagic:magnet_block, Item Magnet
cyclicmagic:magnet_anti_block, Interdiction Pulsar
cyclicmagic:doorbell_simple, Doorbell
cyclicmagic:dehydrator, Dehydrator
cyclicmagic:block_vacuum, Item Collector
cyclicmagic:beacon_potion, Pharos Beacon
cyclicmagic:button_large, Large Button
cyclicmagic:moon_sensor, Moon Phase Sensor
cyclicmagic:clock, Redstone Clock
cyclicmagic:sprout, Magic Bean Sprout
cyclicmagic:sprout_seed, Magic Bean
cyclicmagic:target, Bullseye Target
cyclicmagic:apple, Apple Sprout
cyclicmagic:beacon_redstone, Empty Beacon
cyclicmagic:sprinkler, Sprinkler
cyclicmagic:block_forester, Forester
cyclicmagic:auto_packager, Packager
cyclicmagic:block_miner, Block Miner
cyclicmagic:block_hydrator, Hydrator
cyclicmagic:block_anvil_magma, Magma Anvil
cyclicmagic:block_anvil, Powered Diamond Anvil
cyclicmagic:harvester_block, Harvester
cyclicmagic:xpjuice, Experience
cyclicmagic:block_enchanter, Enchanter
cyclicmagic:exp_pylon, Experience Pylon
cyclicmagic:builder_block, Structure Builder
cyclicmagic:uncrafting_block, Uncrafting Grinder
cyclicmagic:block_miner_smart, Controlled Miner
cyclicmagic:placer_block, Block Placer
cyclicmagic:password_block, Password Trigger
cyclicmagic:block_user, Automated User
cyclicmagic:battery_infinite, Infinite Battery
cyclicmagic:battery, Battery
cyclicmagic:trash, Trash Void
cyclicmagic:block_workbench, Workbench
cyclicmagic:block_screen, Digital Typewriter
cyclicmagic:block_soundproofing, Soundproofing
cyclicmagic:auto_crafter, Auto Crafter
cyclicmagic:entity_detector, Entity Detector
cyclicmagic:fan, Fan
cyclicmagic:block_shears, Shearing Block
cyclicmagic:block_fishing, Automatic Fishing Net
cyclicmagic:block_disenchanter, Unchant Pylon
cyclicmagic:block_storeempty, Fluid Storage Tank
cyclicmagic:laser, Laser Cell
cyclicmagic:sound_player, SFX Block
cyclicmagic:dice, Dice
cyclicmagic:imbuer, Imbue Station
cyclicmagic:void_anvil, Void Anvil
cyclicmagic:dropper_exact, Precise Dropper
cyclicmagic:fluid_placer, Fluid Placer
cyclicmagic:water_candle, Water Candle
valkyrielib:guide, Digital Guide
valkyrielib:modifier_component, Modifier Component
valkyrielib:modifier_speed, Speed Modifier
environmentaltech:litherite, Litherite
environmentaltech:litherite_paver, Litherite Paver
environmentaltech:litherite_bricks, Litherite Bricks
environmentaltech:litherite_tiles, Litherite Tiles
environmentaltech:litherite_stairs, Litherite Stairs
environmentaltech:litherite_brick_stairs, Litherite Brick Stairs
environmentaltech:litherite_tile_stairs, Litherite Tile Stairs
environmentaltech:litherite_slab:0, Litherite Slab
environmentaltech:litherite_paver_slab:0, Litherite Paver Slab
environmentaltech:litherite_brick_slab:0, Litherite Brick Slab
environmentaltech:litherite_tile_slab:0, Litherite Tile Slab
environmentaltech:erodium, Erodium
environmentaltech:erodium_paver, Erodium Paver
environmentaltech:erodium_bricks, Erodium Bricks
environmentaltech:erodium_tiles, Erodium Tiles
environmentaltech:erodium_stairs, Erodium Stairs
environmentaltech:erodium_brick_stairs, Erodium Brick Stairs
environmentaltech:erodium_tile_stairs, Erodium Tile Stairs
environmentaltech:erodium_slab:0, Erodium Slab
environmentaltech:erodium_paver_slab:0, Erodium Paver Slab
environmentaltech:erodium_brick_slab:0, Erodium Brick Slab
environmentaltech:erodium_tile_slab:0, Erodium Tile Slab
environmentaltech:kyronite, Kyronite
environmentaltech:kyronite_paver, Kyronite Paver
environmentaltech:kyronite_bricks, Kyronite Bricks
environmentaltech:kyronite_tiles, Kyronite Tiles
environmentaltech:kyronite_stairs, Kyronite Stairs
environmentaltech:kyronite_brick_stairs, Kyronite Brick Stairs
environmentaltech:kyronite_tile_stairs, Kyronite Tile Stairs
environmentaltech:kyronite_slab:0, Kyronite Slab
environmentaltech:kyronite_paver_slab:0, Kyronite Paver Slab
environmentaltech:kyronite_brick_slab:0, Kyronite Brick Slab
environmentaltech:kyronite_tile_slab:0, Kyronite Tile Slab
environmentaltech:pladium, Pladium
environmentaltech:pladium_paver, Pladium Paver
environmentaltech:pladium_bricks, Pladium Bricks
environmentaltech:pladium_tiles, Pladium Tiles
environmentaltech:pladium_stairs, Pladium Stairs
environmentaltech:pladium_brick_stairs, Pladium Brick Stairs
environmentaltech:pladium_tile_stairs, Pladium Tile Stairs
environmentaltech:pladium_slab:0, Pladium Slab
environmentaltech:pladium_paver_slab:0, Pladium Paver Slab
environmentaltech:pladium_brick_slab:0, Pladium Brick Slab
environmentaltech:pladium_tile_slab:0, Pladium Tile Slab
environmentaltech:ionite, Ionite
environmentaltech:ionite_paver, Ionite Paver
environmentaltech:ionite_bricks, Ionite Bricks
environmentaltech:ionite_tiles, Ionite Tiles
environmentaltech:ionite_stairs, Ionite Stairs
environmentaltech:ionite_brick_stairs, Ionite Brick Stairs
environmentaltech:ionite_tile_stairs, Ionite Tile Stairs
environmentaltech:ionite_slab:0, Ionite Slab
environmentaltech:ionite_paver_slab:0, Ionite Paver Slab
environmentaltech:ionite_brick_slab:0, Ionite Brick Slab
environmentaltech:ionite_tile_slab:0, Ionite Tile Slab
environmentaltech:aethium, Aethium
environmentaltech:aethium_paver, Aethium Paver
environmentaltech:aethium_bricks, Aethium Bricks
environmentaltech:aethium_tiles, Aethium Tiles
environmentaltech:aethium_stairs, Aethium Stairs
environmentaltech:aethium_brick_stairs, Aethium Brick Stairs
environmentaltech:aethium_tile_stairs, Aethium Tile Stairs
environmentaltech:aethium_slab:0, Aethium Slab
environmentaltech:aethium_paver_slab:0, Aethium Paver Slab
environmentaltech:aethium_brick_slab:0, Aethium Brick Slab
environmentaltech:aethium_tile_slab:0, Aethium Tile Slab
environmentaltech:lonsdaleite, Lonsdaleite
environmentaltech:lonsdaleite_paver, Lonsdaleite Paver
environmentaltech:lonsdaleite_bricks, Lonsdaleite Bricks
environmentaltech:lonsdaleite_tiles, Lonsdaleite Tiles
environmentaltech:lonsdaleite_stairs, Lonsdaleite Stairs
environmentaltech:lonsdaleite_brick_stairs, Lonsdaleite Brick Stairs
environmentaltech:lonsdaleite_tile_stairs, Lonsdaleite Tile Stairs
environmentaltech:lonsdaleite_slab:0, Lonsdaleite Slab
environmentaltech:lonsdaleite_paver_slab:0, Lonsdaleite Paver Slab
environmentaltech:lonsdaleite_brick_slab:0, Lonsdaleite Brick Slab
environmentaltech:lonsdaleite_tile_slab:0, Lonsdaleite Tile Slab
environmentaltech:mica, Mica
environmentaltech:litherite_crystal, Litherite Crystal
environmentaltech:erodium_crystal, Erodium Crystal
environmentaltech:kyronite_crystal, Kyronite Crystal
environmentaltech:pladium_crystal, Pladium Crystal
environmentaltech:ionite_crystal, Ionite Crystal
environmentaltech:aethium_crystal, Aethium Crystal
environmentaltech:lonsdaleite_crystal, Lonsdaleite Crystal
environmentaltech:interconnect, Interconnect
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:connector, Connector
environmentaltech:modifier_null, Null Modifier
environmentaltech:modifier_speed, Speed Modifier
environmentaltech:modifier_luck, Luck Modifier
environmentaltech:structure_frame_1, Structure Frame Tier 1
environmentaltech:structure_frame_2, Structure Frame Tier 2
environmentaltech:structure_frame_3, Structure Frame Tier 3
environmentaltech:structure_frame_4, Structure Frame Tier 4
environmentaltech:structure_frame_5, Structure Frame Tier 5
environmentaltech:structure_frame_6, Structure Frame Tier 6
environmentaltech:structure_panel, Structure Panel
environmentaltech:structure_panel_clear, Clear Structure Panel
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, Insulated Lightning Rod
environmentaltech:lightning_cont_1, Lightning Controller Tier 1
environmentaltech:lightning_cont_2, Lightning Controller Tier 2
environmentaltech:lightning_cont_3, Lightning Controller Tier 3
environmentaltech:lightning_cont_4, Lightning Controller Tier 4
environmentaltech:lightning_cont_5, Lightning Controller Tier 5
environmentaltech:lightning_cont_6, Lightning Controller Tier 6
environmentaltech:solar_cont_1, Solar Array Controller Tier 1
environmentaltech:solar_cont_2, Solar Array Controller Tier 2
environmentaltech:solar_cont_3, Solar Array Controller Tier 3
environmentaltech:solar_cont_4, Solar Array Controller Tier 4
environmentaltech:solar_cont_5, Solar Array Controller Tier 5
environmentaltech:solar_cont_6, Solar Array Controller Tier 6
environmentaltech:solar_cell_litherite, Litherite Solar Cell
environmentaltech:solar_cell_erodium, Erodium Solar Cell
environmentaltech:solar_cell_kyronite, Kyronite Solar Cell
environmentaltech:solar_cell_pladium, Pladium Solar Cell
environmentaltech:solar_cell_ionite, Ionite Solar Cell
environmentaltech:solar_cell_aethium, Aethium Solar Cell
environmentaltech:modifier_piezo, Piezo Modifier
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:thermal_cell, Thermal Cell
environmentaltech:laser_core, Laser Core
environmentaltech:laser_lens, Clear Laser Lens
environmentaltech:laser_lens_crystal, Crystal Laser Lens
environmentaltech:laser_lens_colored:0, White Laser Lens
environmentaltech:laser_lens_colored:1, Orange Laser Lens
environmentaltech:laser_lens_colored:2, Magenta Laser Lens
environmentaltech:laser_lens_colored:3, Light Blue Laser Lens
environmentaltech:laser_lens_colored:4, Yellow Laser Lens
environmentaltech:laser_lens_colored:5, Lime Laser Lens
environmentaltech:laser_lens_colored:6, Pink Laser Lens
environmentaltech:laser_lens_colored:7, Gray Laser Lens
environmentaltech:laser_lens_colored:8, Light Gray Laser Lens
environmentaltech:laser_lens_colored:9, Cyan Laser Lens
environmentaltech:laser_lens_colored:10, Purple Laser Lens
environmentaltech:laser_lens_colored:11, Blue Laser Lens
environmentaltech:laser_lens_colored:12, Brown Laser Lens
environmentaltech:laser_lens_colored:13, Green Laser Lens
